Make,Fuel_Type,Model,Variant,Unnamed: 0,Ex-Showroom_Price,Cylinders,Valves_Per_Cylinder,Doors,Gears,Power,Torque,Tripmeter,Seating_Capacity,Wheels_Size,12v_Power_Outlet,Number_of_Airbags,Compression_Ratio,USB_Ports
Maruti Suzuki,Petrol,Alto,Std,359,294800,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Maruti Suzuki,Petrol,Alto,Std (O),360,299900,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,Alto,Lxi,361,352900,3.0,4.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
Maruti Suzuki,Petrol,Alto,Lxi (O),362,357200,3.0,4.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0
Maruti Suzuki,Petrol,Alto,Vxi,363,376100,3.0,4.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,CNG + Petrol,Alto,Lxi Cng (Cng +,364,405570,3.0,4.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
Maruti Suzuki,CNG + Petrol,Alto,Lxi (O) Cng (Cng +,365,409190,3.0,4.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0
Maruti Suzuki,Petrol,Alto,Vxi Plus,366,389600,3.0,4.0,5.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,S-Presso,Std,367,370500,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
Maruti Suzuki,Petrol,S-Presso,Std (O),368,376500,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,S-Presso,Lxi,369,409000,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
Maruti Suzuki,Petrol,S-Presso,Lxi (O),370,415000,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,S-Presso,Vxi,371,432500,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
Maruti Suzuki,Petrol,S-Presso,Vxi (O),372,438500,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,S-Presso,Vxi Ags,373,475500,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
Maruti Suzuki,Petrol,S-Presso,Vxi+,374,456000,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,S-Presso,Vxi (O) Ags,375,481500,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,S-Presso,Vxi+ Ags,376,499000,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,Celerio,Lxi,377,426289,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Maruti Suzuki,Petrol,Celerio,Vxi,378,465138,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Maruti Suzuki,Petrol,Celerio,Vxi At,379,508138,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Maruti Suzuki,Petrol,Celerio,Zxi,380,490924,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
Maruti Suzuki,Petrol,Celerio,Zxi (Opt),381,531279,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,CNG,Celerio,Vxi Cng Mt,382,530000,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Maruti Suzuki,Petrol,Celerio,Zxi Ags,383,533924,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
Maruti Suzuki,Petrol,Celerio,Lxi Mt (O),384,434659,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,Celerio,Vxi (O) Mt,385,472257,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,Celerio,Vxi (O) Ags,386,515257,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,Celerio,Zxi (O) Ags,387,543279,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Hyundai,Diesel,Grand I10 Prime,Era T Crdi,388,551530,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0
Hyundai,Diesel,Grand I10 Prime,Era T+ Crdi,389,568930,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,14.0,0.0,1.0,0.0,0.0
Hyundai,Petrol,Grand I10 Prime,Era T Vtvt,390,460369,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
Hyundai,Petrol,Grand I10 Prime,Era T+ Vtvt,391,477511,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0
Hyundai,CNG,Grand I10 Prime,Era T+ Cng Vtvt,392,545946,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Hyundai,CNG,Grand I10 Prime,Era T Cng Vtvt,393,528804,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Mahindra,Petrol,Kuv100 Nxt,K2 6Str,394,488194,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
Mahindra,Petrol,Kuv100 Nxt,K2+ 6Str,395,532184,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Diesel,Kuv100 Nxt,K2 D 6Str,396,590798,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
Mahindra,Diesel,Kuv100 Nxt,K2+ D 6Str,397,619243,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Diesel,Kuv100 Nxt,K4+ D 6Str,398,667273,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Petrol,Kuv100 Nxt,K4+ 6Str,399,579645,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Petrol,Kuv100 Nxt,K6+ 6Str,400,631144,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Diesel,Kuv100 Nxt,K6+ D 6Str,401,754548,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Petrol,Kuv100 Nxt,K8 6Str,402,693550,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Diesel,Kuv100 Nxt,K8 D 6Str,403,787304,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Petrol,Kuv100 Nxt,K8 6 Str Dual Tone,404,701045,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Diesel,Kuv100 Nxt,K8 D 6 Str Dual Tone,405,794800,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Petrol,Kuv100 Nxt,K4+ 5Str,406,573250,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Petrol,Kuv100 Nxt,K6+ 5Str,407,631146,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Petrol,Kuv100 Nxt,K8 5Str,408,687175,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Diesel,Kuv100 Nxt,K4+ D 5Str,409,660832,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Diesel,Kuv100 Nxt,K6+ D 5Str,410,748128,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Diesel,Kuv100 Nxt,K8 D 5Str,411,780884,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
Mahindra,Diesel,Kuv100 Nxt,K2 D 5Str Taxi,412,550155,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
Mahindra,Diesel,Kuv100 Nxt,K2 D 6Str Taxi,413,559741,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
Mahindra,Petrol,Kuv100 Nxt,K2 5Str Cng Taxi,414,524312,3.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0
Mahindra,Petrol,Kuv100 Nxt,K2 6Str Cng Taxi,415,542913,3.0,4.0,5.0,5.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0
Maruti Suzuki,Petrol,Swift,Lxi,416,519000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,Swift,Vxi,417,619000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,Swift,Vxi Amt,418,666000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,Swift,Zxi,419,678000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,Swift,Zxi Amt,420,725000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,Swift,Zxi Plus,421,758000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Diesel,Swift,Ldi,422,599000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Diesel,Swift,Vdi,423,698000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
Maruti Suzuki,Diesel,Swift,Vdi Amt,424,745000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0
Maruti Suzuki,Diesel,Swift,Zdi,425,757000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Diesel,Swift,Zdi Amt,426,804000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Diesel,Swift,Zdi Plus,427,838000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,Swift,Zxi Plus Amt,428,802000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Diesel,Swift,Zdi Plus Amt,429,884000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Altroz,Xe Petrol,430,529000,3.0,4.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Altroz,Xm Petrol,431,615000,3.0,4.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Altroz,Xt Petrol,432,684000,3.0,4.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Altroz,Xz Petrol,433,744000,3.0,4.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Altroz,Xz (O) Petrol,434,769000,3.0,4.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Altroz,Xe Diesel,435,699000,4.0,4.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Altroz,Xm Diesel,436,775000,4.0,4.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Altroz,Xt Diesel,437,844000,4.0,4.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Altroz,Xz Diesel,438,904000,4.0,4.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Altroz,Xz (O) Diesel,439,929000,4.0,4.0,5.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
Icml,Diesel,Extreme,Ld Di Non Ac 9 Seater Bsiii,440,642478,4.0,4.0,5.0,5.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0
Icml,Diesel,Extreme,Ld Crdfi Non Ac 9 Seater Bsiv,441,589678,4.0,4.0,5.0,5.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0
Icml,Diesel,Extreme,Ld Di Ps Ac 9 Seater Bsiii,442,689761,4.0,4.0,5.0,5.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0
Icml,Diesel,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiii,443,788177,4.0,4.0,5.0,5.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0
Icml,Diesel,Extreme,Sd Di 9 Seater Bsiii,444,2650777,4.0,4.0,5.0,5.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0
Icml,Diesel,Extreme,Ld Crdfi Ps Ac 9 Seater Bsiv,445,628072,4.0,4.0,5.0,5.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0
Icml,Diesel,Extreme,Vd Crdfi 7 Seater Bsiii,446,900967,4.0,4.0,5.0,5.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0
Icml,Diesel,Extreme,Vd Di 7 Seater Bsiii,447,1465148,4.0,4.0,5.0,5.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0
Icml,Diesel,Extreme,Sd Crdfi 9 Seater Bsiv,448,552890,4.0,4.0,5.0,5.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0
Icml,Diesel,Extreme,Vd Crdfi 7 Seater Bsiv,449,927689,4.0,4.0,5.0,5.0,0.0,0.0,0.0,7.0,15.0,0.0,0.0,0.0,0.0
Icml,Diesel,Extreme,Sd Crdfi 9 Seater Bsiii,450,835275,4.0,4.0,5.0,5.0,0.0,0.0,0.0,9.0,15.0,0.0,0.0,0.0,0.0
Tata,Petrol,Tigor,Revotron Xe,451,575000,3.0,4.0,4.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
Tata,Petrol,Tigor,Revotron Xm,452,610000,3.0,4.0,4.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0
Tata,Petrol,Tigor,Revotron Xz,453,650000,3.0,4.0,4.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Tigor,Revotron Xz Plus,454,699000,3.0,4.0,4.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Tigor,Revotron Xma,455,660000,3.0,4.0,4.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Tigor,Revotron Xza Plus,456,749000,3.0,4.0,4.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Zest,Xe Petrol,457,582287,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.1,0.0
Tata,Diesel,Zest,Xe Diesel,458,702946,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Tata,Petrol,Zest,Xm Petrol,459,653926,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,9.1,0.0
Tata,Petrol,Zest,Xms Petrol,460,672641,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Zest,Xt Petrol,461,732475,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Zest,Xm Diesel,462,767317,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,17.1,0.0
Tata,Diesel,Zest,Xms Diesel,463,793898,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Zest,Xt Diesel,464,855362,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Zest,Xma Diesel,465,836320,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,17.1,0.0
Tata,Diesel,Zest,Xta Diesel,466,989000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Zest,Zest Premio Edition,467,788797,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Amaze,S Cvt Petrol,468,763000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Diesel,Amaze,E Mt Diesel,469,705000,4.0,4.0,4.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Amaze,E Mt Petrol,470,593000,4.0,4.0,4.0,5.0,0.0,0.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Diesel,Amaze,S Cvt Diesel,471,865000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Amaze,V Cvt Petrol,472,823000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Diesel,Amaze,V Cvt Diesel,473,925000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Diesel,Amaze,S Mt Diesel,474,785000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Diesel,Amaze,Vx Mt Diesel,475,893000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Diesel,Amaze,V Mt Diesel,476,845000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Amaze,Vx Mt Petrol,477,781000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Amaze,V Mt Petrol,478,733000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Amaze,S Mt Petrol,479,673000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Diesel,Amaze,Exclusive Edition Diesel,480,906000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Amaze,Exclusive Edition Petrol,481,794000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Diesel,Amaze,Vx Cvt Diesel,482,966000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0
Honda,Petrol,Amaze,Vx Cvt Petrol,483,864000,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0
Honda,Diesel,Amaze,Ace Edition Cvt Diesel,484,979300,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0
Honda,Petrol,Amaze,Ace Edition Cvt Petrol,485,877300,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0
Honda,Diesel,Amaze,Ace Edition Mt Diesel,486,906300,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Honda,Petrol,Amaze,Ace Edition Mt Petrol,487,794300,4.0,4.0,4.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Maruti Suzuki,Petrol,Gypsy,Hard Top,488,637343,4.0,4.0,3.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Maruti Suzuki,Petrol,Gypsy,Soft Top,489,622730,4.0,4.0,3.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
Hyundai,Petrol,Venue,1.2 Kappa Mt E,490,655000,4.0,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0
Hyundai,Petrol,Venue,1.0 Turbo Gdi Mt S,491,826000,4.0,4.0,5.0,7.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0
Hyundai,Diesel,Venue,1.4 Crdi Mt E,492,780000,4.0,4.0,5.0,6.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.0,0.0
Hyundai,Petrol,Venue,1.0 Turbo Gdi Mt Sx,493,959000,4.0,0.0,5.0,6.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0
Hyundai,Petrol,Venue,1.0 Turbo Gdi Mt Sx Dual Tone,494,974000,4.0,4.0,5.0,6.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0
Hyundai,Petrol,Venue,1.0 Turbo Gdi Mt Sx(O),495,1065000,4.0,4.0,5.0,6.0,0.0,0.0,0.0,5.0,0.0,2.0,6.0,0.0,0.0
Hyundai,Petrol,Venue,1.0 Turbo Gdi Dct S,496,940000,4.0,4.0,5.0,7.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0
Hyundai,Petrol,Venue,1.0 Turbo Gdi Dct Sx Plus,497,1115500,4.0,0.0,5.0,7.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0
Hyundai,Petrol,Venue,1.2 Kappa Mt S,498,725000,4.0,4.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0
Hyundai,Diesel,Venue,1.4 Crdi Mt S,499,850000,4.0,4.0,5.0,6.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0
Hyundai,Diesel,Venue,1.4 Crdi Mt Sx,500,983000,4.0,4.0,5.0,6.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0
Hyundai,Diesel,Venue,1.4 Crdi Mt Sx Dual Tone,501,998000,4.0,4.0,5.0,6.0,0.0,0.0,2.0,5.0,0.0,2.0,2.0,0.0,0.0
Hyundai,Diesel,Venue,1.4 Crdi Mt Sx(O),502,1089000,4.0,4.0,5.0,6.0,0.0,22.4,2.0,5.0,0.0,2.0,6.0,0.0,0.0
Tata,Petrol,Nexon,Xe,503,695000,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Nexon,Xm,504,770000,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Nexon,Xz,505,870000,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Nexon,Xz Plus,506,950000,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Nexon,Xz Plus Dual Tone,507,970000,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Nexon,Xz Plus (O),508,1040000,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Nexon,Xz Plus (O) Dual Tone,509,1060000,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Nexon,Xma,510,830000,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Nexon,Xza Plus,511,1010000,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Nexon,Xza Plus Dual Tone,512,1030000,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Nexon,Xza Plus (O),513,1100000,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Petrol,Nexon,Xza Plus (O) Dual Tone,514,1120000,3.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Nexon,Xe Diesel,515,845000,4.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Nexon,Xm Diesel,516,920000,4.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Nexon,Xz Diesel,517,1020000,4.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Nexon,Xz Plus Diesel,518,1100000,4.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Nexon,Xz Plus Diesel Dual Tone,519,1120000,4.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Nexon,Xz Plus (O) Diesel,520,1190000,4.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
Tata,Diesel,Nexon,Xz Plus (O) Diesel Dual Tone,521,1210000,4.0,4.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0
